Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
NUTR3,"2,85","9,15","0,87","0,165","0,00%","0,294","1,19","9,95","5,92","15,12","12,31","1,66%","1,80%","1,53","3,90%","9,55%","9.878,84","43.218.000,00","0,51","15,49%"
ITUB3,"36,73","9,17","1,91","0,000","7,14%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","20,86%","20.356.500,00","207.181.000.000,00","0,00","124,84%"
EQPA7,"6,85","9,18","2,98","1,271","9,62%","0,683","4,96","5,39","-1,95","6,99","5,88","23,60%","13,85%","1,49","18,42%","32,49%","0,00","5.073.530.000,00","1,96","12,26%"
CESP6,"25,25","9,19","1,90","5,313","0,00%","0,672","12,80","21,80","-1,21","35,31","16,37","24,37%","57,81%","2,37","3,32%","20,71%","0,00","4.625.770.000,00","1,36","-4,05%"
ALUP4,"10,83","9,21","1,19","2,458","2,93%","0,340","2,90","3,79","-0,82","7,07","6,64","64,81%","39,47%","2,55","10,05%","12,93%","107.334,00","8.999.650.000,00","1,39","-8,81%"
WHRL3,"4,33","9,27","3,04","0,505","18,47%","0,649","-22,71","5,24","-5,90","5,12","4,28","9,65%","5,46%","0,96","30,69%","32,74%","28.920,10","2.143.130.000,00","0,94","4,01%"
CESP3,"25,55","9,30","1,93","5,377","0,00%","0,680","12,96","22,06","-1,22","35,57","16,49","24,37%","57,81%","2,37","3,32%","20,71%","0,00","4.625.770.000,00","1,36","-4,05%"
SUZB3,"48,20","9,30","1,35","1,191","4,19%","0,371","2,08","5,37","-0,80","11,48","5,82","22,18%","12,87%","3,20","8,38%","14,52%","257.395.000,00","45.118.400.000,00","2,06","5,63%"
HBOR3,"2,89","9,32","0,26","0,344","3,50%","0,059","0,31","2,42","-0,37","11,97","10,79","14,25%","11,73%","1,84","2,60%","2,84%","8.690.770,00","1.461.830.000,00","1,27","6,82%"
COCE3,"32,00","9,39","0,53","0,312","3,81%","0,175","-0,96","2,22","-0,38","6,80","4,26","14,08%","3,33%","0,53","8,82%","5,64%","1.863,19","5.211.990.000,00","1,12","3,16%"
REDE3,"6,34","9,45","3,22","0,688","9,63%","0,408","5,70","3,52","-0,74","7,46","5,95","19,57%","9,83%","1,38","13,70%","34,03%","20.861,70","4.160.960.000,00","4,38","6,83%"
MRSL4,"3,05","9,48","0,91","0,816","0,00%","0,609","2,19","15,08","5,80","16,51","8,83","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
ALUP11,"33,51","9,49","1,23","2,535","2,84%","0,351","2,99","3,91","-0,85","7,19","6,75","64,81%","39,47%","2,55","10,05%","12,93%","23.660.300,00","8.999.650.000,00","1,39","-8,81%"
PSSA3,"47,50","9,56","2,06","0,798","3,94%","0,576","4,65","0,98","-4,78","0,56","0,55","81,71%","8,47%","1,26","78,18%","21,54%","85.310.900,00","14.915.000.000,00","0,00","17,08%"
ANIM3,"3,77","9,66","0,65","0,386","1,42%","0,151","1,25","1,29","-0,33","4,55","3,32","29,83%","7,46%","1,92","14,37%","6,70%","22.701.800,00","2.354.430.000,00","2,34","13,26%"
CTWR3,"100,00","9,76","56,77","0,317","0,00%","1,141","3,79","-10,64","-142,17","-8,91","-8,91","-2,98%","3,25%","1,45","-21,86%","581,91%","0,00","879.000,00","5,52","4,94%"
IRBR3,"50,48","9,77","0,78","0,741","0,00%","0,264","0,00","6,40","0,00","0,00","0,00","11,57%","7,58%","0,00","0,00%","7,94%","35.624.600,00","5.327.120.000,00","0,00","32,90%"
VIVO4,"71,80","9,81","2,93","1,491","0,00%","1,282","-31,87","6,78","-5,17","7,22","7,22","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
CRFB3,"8,48","9,84","0,83","0,150","1,12%","0,186","5,86","3,78","-0,68","8,04","5,79","3,95%","1,71%","1,07","6,32%","8,48%","0,00","21.435.000.000,00","1,18","11,31%"
CGAS3,"120,13","9,85","7,86","1,233","7,34%","1,070","12,27","5,26","-1,86","7,60","6,18","23,43%","12,52%","1,43","24,07%","79,80%","21.435,60","2.026.140.000,00","4,25","3,30%"
CEBR5,"26,31","9,85","1,91","3,954","10,70%","1,323","2,93","13,65","3,34","10,15","9,58","28,96%","50,75%","7,12","15,07%","19,36%","107.601,00","994.854.000,00","0,00","7,98%"
MBRF3,"19,61","9,91","2,32","0,174","17,66%","0,205","6,26","4,79","-0,40","12,82","5,62","3,63%","2,18%","1,09","6,40%","23,42%","285.750.000,00","12.149.200.000,00","5,73","17,31%"
TCSL4,"7,82","9,95","0,83","1,105","0,00%","0,475","8,93","5,69","-2,20","5,61","2,18","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
VALE3,"66,33","9,97","1,38","1,411","6,87%","0,621","17,90","4,27","-1,74","5,20","4,18","33,09%","13,72%","1,24","16,71%","13,84%","1.297.920.000,00","218.127.000.000,00","0,45","-7,69%"
LUXM3,"10,00","9,98","2,48","2,702","0,00%","1,785","17,80","15,28","-22,79","15,13","9,13","17,69%","27,07%","1,99","13,20%","24,85%","0,00","167.560.000,00","0,11","4,18%"
CMIG3,"14,06","10,01","1,40","0,948","5,90%","0,621","-24,58","6,13","-1,77","8,12","6,63","15,48%","9,48%","0,89","11,11%","13,99%","2.062.020,00","28.728.500.000,00","0,54","7,64%"
ENGI3,"14,47","10,04","1,79","0,928","4,98%","0,400","5,97","4,87","-0,82","9,50","7,29","19,06%","12,00%","1,39","9,70%","17,86%","81.322,00","18.484.500.000,00","2,22","8,67%"
GOAU3,"10,61","10,05","0,54","0,151","3,78%","0,121","0,50","1,78","11,27","3,25","2,03","8,50%","4,35%","2,71","8,24%","5,42%","644.719,00","19.368.000.000,00","0,96","-2,97%"
MTSA4,"46,97","10,06","0,88","0,759","5,62%","0,723","1,19","10,60","1,23","6,80","4,89","7,15%","7,54%","4,96","10,11%","8,71%","164.826,00","471.154.000,00","0,02","-4,39%"
PLPL3,"15,70","10,12","3,23","1,112","6,41%","0,836","1,33","4,36","5,69","4,47","4,34","25,48%","13,28%","3,70","29,26%","31,96%","18.497.600,00","989.580.000,00","1,06","25,95%"
CEBR3,"27,05","10,12","1,96","4,065","10,41%","1,360","3,01","14,04","3,43","10,54","9,95","28,96%","50,75%","7,12","15,07%","19,36%","173.305,00","994.854.000,00","0,00","7,98%"
ITUB4,"40,71","10,16","2,12","0,000","6,44%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","20,86%","786.209.000,00","207.181.000.000,00","0,00","124,84%"
UGPA4,"27,10","10,17","1,85","0,216","0,00%","0,664","4,09","5,59","-2,85","8,27","6,51","3,87%","2,27%","1,83","14,19%","18,14%","0,00","16.387.700.000,00","1,13","5,26%"
CPRE3,"18,23","10,21","2,26","2,975","0,00%","1,005","3.979,66","5,36","-2,62","5,35","4,26","55,51%","29,73%","1,00","21,00%","22,18%","0,00","4.781.410.000,00","0,20","2,09%"
ENAT3,"21,64","10,21","1,28","2,588","0,00%","0,452","1,30","29,02","-2,52","31,98","4,64","8,92%","25,34%","3,90","2,94%","12,53%","0,00","4.487.040.000,00","1,33","16,27%"
WHRL4,"4,77","10,22","3,34","0,556","18,02%","0,715","-25,01","5,77","-6,50","5,66","4,73","9,65%","5,46%","0,96","30,69%","32,74%","56.171,60","2.143.130.000,00","0,94","4,01%"
MILS3,"13,00","10,22","1,81","1,713","5,37%","0,680","2,79","4,87","-2,79","7,08","4,99","35,19%","16,79%","2,78","18,59%","17,75%","13.773.800,00","1.678.720.000,00","1,37","26,98%"
MRSL3,"3,30","10,25","0,99","0,883","0,00%","0,658","2,37","16,32","6,28","17,74","9,50","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
COCE6,"35,00","10,27","0,58","0,342","0,00%","0,192","-1,05","2,43","-0,42","7,01","4,39","14,08%","3,33%","0,53","8,82%","5,64%","0,00","5.211.990.000,00","1,12","3,16%"
ALUP3,"12,09","10,28","1,33","2,744","2,62%","0,380","3,23","4,23","-0,92","7,51","7,06","64,81%","39,47%","2,55","10,05%","12,93%","70.462,60","8.999.650.000,00","1,39","-8,81%"
BMGB11,"33,60","10,32","1,31","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,68%","0,00","3.846.090.000,00","0,00","0,91%"
TRFO3,"4,53","10,32","2,58","0,804","0,00%","1,039","4,65","5,52","7,37","5,12","5,12","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
LEVE4,"44,49","10,34","6,88","1,117","0,00%","1,531","10,04","6,88","-11,11","7,92","6,93","16,24%","10,81%","1,31","34,85%","66,51%","0,00","876.909.000,00","1,71","9,91%"
IGTA3,"33,13","10,34","1,45","5,039","0,00%","0,872","4,05","8,77","-7,86","9,74","8,29","57,43%","48,75%","3,96","12,90%","14,04%","0,00","3.980.870.000,00","0,54","10,88%"
FIQE3,"5,61","10,34","1,60","1,801","4,80%","0,859","9,73","7,05","-3,92","7,86","4,13","25,54%","17,43%","1,57","14,58%","15,46%","2.498.660,00","1.270.410.000,00","0,44","20,99%"
ELPL3,"49,32","10,37","1,60","0,445","0,00%","0,311","-2,19","3,56","-0,55","7,10","4,84","12,51%","4,29%","0,63","10,05%","15,42%","0,00","6.086.550.000,00","1,70","2,56%"
BESP3,"330,00","10,38","2,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
CPFE3,"49,26","10,41","2,50","1,276","5,67%","0,688","558,17","5,01","-1,41","7,03","5,96","25,46%","12,93%","1,01","15,64%","24,04%","81.793.700,00","22.670.100.000,00","1,27","3,87%"
WEGE4,"16,10","10,42","3,02","1,633","0,00%","1,629","5,77","7,55","7,77","7,16","6,48","21,62%","16,54%","1,78","28,49%","28,93%","0,00","22.408.800.000,00","0,17","16,17%"
TCOC4,"27,20","10,43","1,26","1,558","0,00%","0,915","2,65","10,14","3,07","7,89","7,89","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
GOAU4,"11,02","10,44","0,57","0,157","3,64%","0,125","0,52","1,85","11,71","3,32","2,07","8,50%","4,35%","2,71","8,24%","5,42%","66.351.300,00","19.368.000.000,00","0,96","-2,97%"
PTNT3,"9,12","10,56","1,02","0,523","2,91%","0,395","0,92","15,75","7,12","20,04","8,33","3,32%","6,99%","3,72","3,97%","9,67%","8.624,77","429.188.000,00","1,07","0,58%"
IGTI3,"2,96","10,63","1,32","4,311","1,90%","0,652","4,19","7,04","-2,52","9,49","8,17","61,26%","40,58%","2,67","11,56%","12,47%","82.825,10","4.640.860.000,00","0,86","16,02%"
EPAR3,"4,19","10,66","1,49","29,193","43,85%","1,093","9,25","-12,19","-9,89","-11,52","-14,77","-239,43%","273,93%","4,12","-9,55%","13,99%","44.566,70","41.775.000,00","0,00","-75,03%"
CGAS5,"130,28","10,68","8,52","1,337","7,45%","1,161","13,31","5,71","-2,02","8,05","6,54","23,43%","12,52%","1,43","24,07%","79,80%","212.951,00","2.026.140.000,00","4,25","3,30%"
TRFO4,"4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,65","5,33","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
SBFG3,"14,69","10,71","1,21","0,480","3,72%","0,396","2,47","6,58","-2,75","10,72","5,84","7,30%","4,48%","1,44","7,66%","11,26%","22.056.600,00","2.978.670.000,00","1,00","12,57%"
SMLS3,"22,40","10,78","4,09","4,212","0,00%","1,017","18,78","10,37","-6,72","10,13","9,06","40,62%","39,07%","1,10","10,69%","37,96%","0,00","679.678.000,00","0,00","-22,20%"
BMIN4,"18,00","10,79","0,60","0,000","7,78%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,57%","2.017,93","144.393.000,00","0,00","-1,98%"
BESP4,"344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
CEAB3,"18,70","10,90","1,63","0,715","2,05%","0,646","4,07","5,67","-5,10","5,74","4,26","12,60%","6,56%","1,50","16,14%","14,95%","60.819.800,00","3.536.830.000,00","0,35","11,98%"
GGBR3,"16,40","10,93","0,60","0,471","3,84%","0,376","1,56","5,52","37,18","7,00","4,37","8,52%","4,35%","2,70","8,26%","5,50%","554.808,00","54.539.200.000,00","0,34","-2,97%"
ODPV3,"11,53","10,95","4,88","2,628","6,62%","2,798","-92,47","8,43","-31,13","7,58","7,01","31,18%","23,98%","0,92","47,54%","44,52%","20.351.600,00","1.290.300.000,00","0,00","7,38%"
CEBR6,"29,49","11,04","2,14","4,431","10,50%","1,483","3,28","15,30","3,74","11,80","11,14","28,96%","50,75%","7,12","15,07%","19,36%","294.927,00","994.854.000,00","0,00","7,98%"
SEER3,"9,42","11,06","0,91","0,559","1,64%","0,361","5,95","2,84","-1,12","4,03","2,66","19,71%","5,06%","1,27","14,03%","8,25%","9.292.150,00","1.328.930.000,00","0,59","11,96%"
VITT3,"4,59","11,06","1,10","0,827","4,92%","0,727","2,08","8,68","2,65","10,52","7,99","9,53%","7,42%","2,35","9,44%","9,90%","644.585,00","617.380.000,00","0,36","1,52%"
GRNL4,"470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%"
ELUM3,"36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
CXSE3,"16,39","11,21","3,64","0,000","7,70%","3,362","59,50","-351,48","60,44","-343,67","-345,13","0,00%","0,00%","1,75","-1,03%","32,48%","55.392.000,00","13.505.700.000,00","0,00","0,00%"
VIVA3,"35,20","11,21","2,83","2,891","1,88%","1,769","3,40","10,78","6,57","11,20","9,42","26,81%","25,78%","5,17","18,13%","25,25%","79.700.200,00","2.935.850.000,00","0,19","21,13%"
RIPI3,"48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","-16,76","-9,31","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CZLT33,"29,23","11,24","1,39","0,526","0,00%","0,145","1,87","3,10","-0,29","10,26","4,03","16,97%","9,14%","1,58","5,31%","12,36%","0,00","5.691.680.000,00","3,93","7,88%"
MOTV3,"16,15","11,28","2,10","1,495","2,10%","0,485","5,95","4,42","-0,82","8,83","7,15","33,82%","14,13%","1,89","12,60%","18,60%","156.895.000,00","15.545.900.000,00","2,59","14,58%"
RIPI4,"48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","-16,93","-9,40","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CIEL3,"5,83","11,35","1,54","2,455","0,00%","0,144","1,54","39,88","6,16","61,46","61,46","6,16%","21,63%","1,12","1,51%","13,60%","0,00","10.263.200.000,00","1,03","5,52%"
ENMT4,"52,20","11,43","2,88","1,260","10,54%","0,737","8,75","6,15","-1,48","9,84","8,21","20,50%","11,03%","1,52","13,98%","25,22%","6.565,40","3.965.230.000,00","2,07","6,43%"
EBCO4,"1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
FESA4,"7,00","11,50","0,73","1,057","16,41%","0,584","1,99","14,67","2,92","10,45","4,03","7,20%","9,20%","3,76","5,23%","6,34%","4.566.600,00","3.387.880.000,00","0,05","-2,07%"
SOJA3,"8,67","11,59","0,84","0,500","1,71%","0,286","0,59","6,31","1,82","8,45","6,58","7,93%","7,96%","3,67","6,55%","7,28%","7.132.590,00","1.390.680.000,00","0,96","23,71%"
TEMP3,"4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","7,74","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%"
CSMG3,"41,40","11,66","1,83","1,929","4,26%","0,938","47,86","7,29","-2,68","10,07","7,09","26,44%","16,55%","1,17","13,74%","15,68%","69.249.800,00","8.612.450.000,00","0,77","9,81%"
NAFG3,"64,37","11,80","2,76","1,102","0,00%","1,153","3,20","7,35","60,48","8,64","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
NAFG4,"64,42","11,81","2,76","1,103","0,00%","1,154","3,20","7,36","60,52","8,65","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
BRIT3,"3,06","11,85","0,88","1,003","0,00%","0,339","3,39","7,18","-1,03","12,58","4,16","13,96%","8,45%","1,54","6,52%","7,44%","0,00","1.557.890.000,00","1,25","22,57%"
KLBN11,"17,75","11,87","2,14","1,055","5,62%","0,353","2,51","4,45","-0,71","9,75","4,90","23,70%","9,87%","2,12","10,21%","18,06%","96.510.400,00","10.239.100.000,00","3,50","6,12%"
KLBN4,"3,56","11,90","2,15","1,058","5,60%","0,354","2,51","4,46","-0,71","9,76","4,91","23,70%","9,87%","2,12","10,21%","18,06%","14.060.000,00","10.239.100.000,00","3,50","6,12%"
KLBN3,"3,57","11,93","2,15","1,061","5,59%","0,355","2,52","4,48","-0,71","9,77","4,92","23,70%","9,87%","2,12","10,21%","18,06%","2.715.270,00","10.239.100.000,00","3,50","6,12%"
EGIE3,"31,72","11,94","2,94","2,850","4,65%","0,641","58,76","6,43","-1,04","10,75","8,74","44,32%","25,34%","1,08","11,05%","24,66%","62.912.700,00","12.304.200.000,00","2,35","-2,06%"
CMIN3,"5,40","11,99","2,93","1,652","8,23%","0,816","3,50","5,41","-3,13","4,61","3,77","30,54%","13,78%","2,02","26,67%","24,47%","33.792.400,00","10.097.400.000,00","0,91","0,24%"
FIBR3,"66,30","12,03","2,59","2,010","7,59%","0,899","9,59","5,13","-2,54","7,17","5,29","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
ENMT3,"54,95","12,03","3,03","1,327","10,01%","0,776","9,21","6,47","-1,56","10,16","8,48","20,50%","11,03%","1,52","13,98%","25,22%","16.104,00","3.965.230.000,00","2,07","6,43%"
EBCO3,"1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
LREN3,"15,88","12,09","1,66","1,078","4,92%","0,917","3,67","4,82","6,98","4,46","3,26","22,36%","8,92%","1,76","22,96%","13,72%","239.004.000,00","10.143.100.000,00","0,04","10,59%"
MPLU3,"26,80","12,20","17,37","6,877","0,00%","2,676","50,65","10,34","66,01","7,71","7,28","66,52%","56,37%","1,06","129,57%","142,40%","0,00","250.279.000,00","0,00","-18,88%"
KEPL3,"9,68","12,26","2,30","1,121","7,15%","1,120","3,54","9,39","7,91","9,32","7,74","11,94%","9,14%","1,94","17,23%","18,77%","22.462.000,00","755.919.000,00","0,47","7,46%"
CAML3,"5,76","12,26","0,59","0,171","3,82%","0,178","0,94","3,89","-1,30","11,06","7,28","4,41%","1,40%","1,51","6,44%","4,79%","4.393.790,00","3.429.760.000,00","1,64","9,47%"
PORT3,"18,71","12,33","3,00","2,614","4,09%","1,301","-299,02","8,85","-3,28","11,20","8,19","29,54%","21,50%","0,97","16,14%","24,37%","22.910.100,00","2.759.280.000,00","0,94","5,67%"
GUAR3,"10,87","12,33","0,98","0,526","1,08%","0,400","1,93","5,33","11,02","6,16","3,62","9,86%","4,27%","1,49","9,00%","7,94%","13.838.500,00","5.544.320.000,00","0,34","9,45%"
AMPI3,"55,00","12,41","2,74","0,247","0,00%","0,177","5,68","0,98","-0,68","1,99","1,73","25,18%","15,11%","1,12","21,22%","22,09%","0,00","240.799.000,00","4,48","14,12%"
BRBI11,"20,42","12,42","2,65","6,728","12,93%","0,126","3,21","459,50","3,21","211,84","73,30","1,46%","54,18%","1,04","2,83%","21,33%","6.300.660,00","809.605.000,00","19,31","-41,46%"
MULT3,"29,93","12,47","2,55","5,538","4,57%","1,200","19,70","7,93","-3,36","10,22","9,53","69,81%","44,43%","1,55","16,84%","20,47%","97.005.700,00","6.019.580.000,00","0,91","22,12%"
BRML3,"8,26","12,56","0,57","4,133","0,00%","0,340","6,60","6,10","-1,10","7,84","7,24","67,80%","37,15%","2,42","6,02%","4,53%","0,00","11.910.400.000,00","0,28","13,87%"
DIRR3,"18,33","12,56","3,90","2,361","5,95%","0,768","2,28","10,04","-2,34","10,27","9,50","23,51%","22,25%","3,93","9,71%","31,05%","76.237.500,00","2.445.690.000,00","1,09","23,16%"
TMGC7,"800,01","12,68","1,63","1,164","0,00%","1,120","6,77","17,85","11,96","16,52","16,52","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
SLCE3,"16,50","12,68","1,39","0,769","3,31%","0,356","2,30","3,73","-1,18","6,77","5,65","20,62%","6,15%","1,55","11,35%","10,95%","28.100.600,00","5.265.740.000,00","1,46","9,02%"
GGBR4,"19,11","12,74","0,70","0,549","3,30%","0,438","1,82","6,44","43,33","7,91","4,94","8,52%","4,35%","2,70","8,26%","5,50%","189.395.000,00","54.539.200.000,00","0,34","-2,97%"
MDIA3,"25,64","12,81","1,05","0,852","2,89%","0,665","2,40","9,16","5,56","8,45","5,94","9,30%","6,65%","2,33","10,36%","8,17%","22.958.900,00","8.306.230.000,00","0,22","7,24%"
ETER4,"9,85","12,93","0,72","0,520","0,00%","0,430","2,45","26,98","10,85","33,38","9,17","1,93%","4,03%","1,66","1,77%","5,57%","0,00","845.709.000,00","0,21","1,87%"
AVIL3,"0,93","12,97","4,16","2,338","0,00%","2,227","3,89","10,00","9,02","9,40","9,40","23,38%","18,01%","5,14","40,99%","32,03%","0,00","1.106.590.000,00","0,52","1,74%"
CURY3,"38,86","13,02","8,19","2,262","4,00%","2,014","6,67","8,90","-19,45","8,54","8,32","25,42%","19,40%","2,00","35,66%","62,90%","72.902.200,00","1.385.220.000,00","0,96","32,71%"
DXTG4,"3,68","13,02","1,32","0,675","0,00%","0,689","2,44","6,26","7,48","6,33","6,33","10,78%","6,60%","2,77","12,31%","10,10%","0,00","768.999.000,00","0,04","8,30%"
SFSA4,"4,40","13,10","0,82","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%"
GETI3,"14,45","13,19","3,44","1,916","0,00%","1,314","-15,63","6,98","-3,19","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
GETI4,"14,46","13,20","3,44","1,917","0,00%","1,315","-15,64","6,99","-3,20","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
PNVL3,"9,97","13,29","1,19","0,283","2,94%","0,418","1,47","7,18","-8,65","12,03","5,75","3,95%","2,13%","1,91","8,14%","8,93%","2.583.510,00","1.264.170.000,00","1,11","13,71%"
RGEG3,"3,00","13,42","1,60","0,770","0,00%","0,609","-98,28","6,23","-1,76","10,04","11,70","12,36%","5,74%","0,98","11,69%","11,90%","0,00","1.915.180.000,00","1,15","10,09%"
SBSP3,"141,85","13,44","2,27","2,798","2,63%","1,010","38,69","9,16","-2,68","11,36","9,42","30,55%","20,81%","1,17","12,78%","16,88%","388.222.000,00","42.710.300.000,00","0,82","18,38%"
IGTI11,"26,29","13,48","1,68","5,470","1,50%","0,828","5,32","8,93","-3,20","11,39","9,80","61,26%","40,58%","2,67","11,56%","12,47%","47.087.500,00","4.640.860.000,00","0,86","16,02%"
ABEV3,"13,72","13,48","2,35","2,390","7,66%","1,536","40,32","10,45","-35,53","9,63","7,27","22,88%","18,22%","1,15","20,18%","17,43%","385.302.000,00","92.027.400.000,00","0,03","5,89%"
CPLE11,"50,12","13,54","1,15","1,199","0,00%","0,482","7,51","6,87","-1,30","10,77","8,05","17,44%","8,80%","1,43","7,90%","8,50%","0,00","25.986.000.000,00","0,81","1,20%"
AFLT3,"7,49","13,55","1,85","5,801","5,73%","1,253","6,00","9,46","-349,74","9,25","9,28","61,29%","42,80%","2,90","14,83%","13,65%","1.195,40","255.393.000,00","0,11","4,56%"
BPAC11,"52,66","13,76","3,08","0,000","2,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,38%","424.766.000,00","65.605.500.000,00","0,00","13,42%"
HAGA4,"1,18","13,78","-0,28","0,503","0,00%","0,201","0,38","-4,75","-0,24","5,20","7,81","-10,57%","3,65%","2,46","-16,83%","-2,03%","7.354,72","-50.250.200,00","-0,41","-8,90%"
BMIN3,"22,99","13,78","0,77","0,000","1,54%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,57%","0,00","144.393.000,00","0,00","-1,98%"
ARCE3,"54,00","14,01","2,60","2,461","0,00%","1,726","11,33","8,89","102,03","9,07","9,07","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
FLRY3,"15,64","14,25","1,59","1,060","6,33%","0,630","3,21","7,02","-2,64","9,48","5,54","15,11%","7,18%","2,21","11,78%","11,13%","59.806.200,00","5.395.010.000,00","1,02","22,91%"
TMGC11,"900,00","14,26","1,83","1,309","0,00%","1,260","7,62","20,08","13,46","18,75","18,75","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
MOVI3,"11,47","14,35","1,43","0,280","1,61%","0,135","-1,20","1,19","-0,20","5,79","3,40","23,43%","1,95%","0,69","15,29%","9,98%","33.241.800,00","2.788.630.000,00","6,70","30,46%"
TNCP4,"182,60","14,42","2,49","3,091","0,00%","1,696","52,65","11,85","-22,30","11,88","8,72","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
TNCP3,"184,85","14,59","2,52","3,129","0,00%","1,717","53,30","12,00","-22,58","12,03","8,83","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
KSSA3,"5,33","14,66","1,40","0,916","0,00%","0,406","1,72","5,62","6,73","12,30","12,30","16,31%","8,42%","1,47","7,67%","9,58%","0,00","553.026.000,00","1,80","40,68%"
MERC4,"13,15","14,74","0,90","0,000","4,03%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,09%","2.889,63","600.831.000,00","0,00","24,35%"
ELUM4,"47,90","14,79","1,99","1,251","0,00%","1,178","3,07","19,64","3,34","14,90","14,90","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
EQTL3,"39,66","14,81","1,74","0,971","5,64%","0,395","4,22","4,90","-0,82","9,54","7,62","19,83%","8,01%","1,57","9,60%","11,78%","377.398.000,00","28.549.100.000,00","2,19","24,04%"
ASAI3,"10,06","14,83","2,38","0,178","1,07%","0,302","8,27","2,39","-0,58","4,46","3,42","7,44%","1,20%","1,12","19,41%","16,05%","156.525.000,00","5.720.000.000,00","2,85","29,34%"
